,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
234,http://www.armslist.com/posts/5195234,Want To Buy:  Russian Made AK,"Jackson,TN, Jackson, Tennessee",$ 750,"Listed On: Saturday, February 20, 2016",Rifles,Saiga                                                                                ,7.62x39                                                                                ,Semi-automatic                                                                                ,Rifle,"Arsenal Russian made AK.  Saiga in 7.62X39.   Must be new or in excellent condition.  72 yr old Air Force veteran.  Will pay cash or trade for over the asking price.  Either way ok with me.  Only buy from person with Tennessee drivers license.  Send photos and asking price.  Will meet half way between your location in Tennessee and Henderson, TN.  Pay $700ish cash or trade for $950 Send phone number with photos."
235,http://www.armslist.com/posts/5195235,For Sale:  Remington stock,"Eauclair/ thorp, Eau Claire, Wisconsin",$ 150,"Listed On: Saturday, February 20, 2016",Rifles,Remington                                                                                ,308/7.62 NATO                                                                                ,Bolt Action                                                                                ,Rifle,Brand new remington 700 hough rubberized aluminum bedded tactical stock bought the gun brand new and upgraded the stock. Gun is rem 700 tactical  has 4 shot drop box and trigger guard included
236,http://www.armslist.com/posts/5195236,For Sale:  Mosin Nagant,"Appleton, Appleton, Wisconsin",$ 175,"Listed On: Saturday, February 20, 2016",Rifles,no type,7.62x54R                                                                                ,Bolt Action                                                                                ,Rifle,"Standard nothing special Mosin Nagant, comes with original stock and bayonet with accessories. Located in Appleton. $175"
237,http://www.armslist.com/posts/5195237,For Sale/Trade:  Colt LE901 308 AR10,"Rock Hill, Rock Hill, South Carolina",$ 0,"Listed On: Wednesday, March 2, 2016",Rifles,Colt                                                                                ,308/7.62 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"Colt LE901 with with Surefire flash and Larue quick release sling mount for trade. I will take multi gun trades or guns and cash, If your trade item is higher value. I can add cash or items to equal it out. Trade Value is $1800"
238,http://www.armslist.com/posts/5195238,For Sale:  16ga Stevens 311a double barrel,"Denton, Dallas, Texas",$ 350,"Listed On: Saturday, February 20, 2016",Shotguns,no type,no type,no type,no type,Stevens 311a made by savage arms old side by side double barrel 16ga nice shape. $350 or trade for pistol or tactical 22
239,http://www.armslist.com/posts/5195239,For Sale:  RAS AK47 RIFLE MAGPUL ZHUKOV,"Southeast Raleigh, Raleigh / Durham / CH, North Carolina",$ 650,"Listed On: Saturday, February 20, 2016",Rifles,Century International Arms                                                                                ,7.62x39                                                                                ,Semi-automatic                                                                                ,Rifle,For Sale only!!!!Located in Southeast Raleigh.Rifle is $800 before shipping and transfer fees.Comes with two 30 round pmags. Price is 100% FIRM @ $650. I will keep it before I take a dime less.
240,http://www.armslist.com/posts/5195240,For Sale/Trade:  Taurus m44c 44magnum,"ne, Albuquerque, New Mexico",$ 625,"Listed On: Saturday, February 20, 2016",Handguns,Taurus                                                                                ,44 Magnum                                                                                ,Double Action                                                                                ,Revolver,Looking to either sell my 44mag or trade it for an ak47. Its in new condition with the factory box and paperwork. Has a ported barrel and an excellent finish. If interested text REDACTED with pics of trade.
241,http://www.armslist.com/posts/5195241,For Sale/Trade:  Xbox 360 package,"Wentzville, St. Louis, Missouri",$ 300,"Listed On: Saturday, May 7, 2016",Miscellaneous,no type,no type,no type,no type,"Adult owned very lightly used xbox 360 with the 250 gb hard drive. Comes with 14 games on disc and 9 games on the hard drive. It will also come with 2 wireless controllers. I am not interested in any trades at this time.
Games on the hard drive are metal gear 5 battle stations diablo 3 civ rev saints row 3 spartacus dead rising 2 deadliest warrior alan wake"
242,http://www.armslist.com/posts/5195242,Want To Buy:  S&W Chief's Special,"NH, New Hampshire, United States",$ 400,"Listed On: Sunday, April 24, 2016",Handguns,Smith & Wesson                                                                                ,38 S&W Special                                                                                ,Double / Single Action                                                                                ,Revolver,"WTB an older Smith & Wesson Chief's Special, either a model 36 or a model 37."
244,http://www.armslist.com/posts/5195244,For Sale/Trade:  Cannon 10x42 L Image Stabilizer,"Clarksville, Nashville, Tennessee",$ 875,"Listed On: Friday, March 11, 2016",Optics,no type,no type,no type,no type,"Up for sale here is a gently used pair of Cannon Image Stabilizing Binoculars. I bought these bad boys for my last deployment, while our issued binos proved to be inadequate these allowed me to scan for vehicles on our BOLO list while inside of a moving truck- the image stabilization works like a champ. Brand new these sell for over $1200.00, because I've put some minor scratches on the lenses (they do not affect the view/picture at all) these can be yours for $875.00. Perfect for hunting, fishing, birdwatching or tactical use. Additional pictures available upon request."
245,http://www.armslist.com/posts/5195245,For Sale/Trade:  Tavor with 18in Barrel,"Charlotte, Charlotte, North Carolina",$ 0,"Listed On: Friday, February 26, 2016",Rifles,Israel Weapon Industries                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,Tavor with 18in barrel. I've put exactly one magazine through this and decided its not for me. I will come with everything it did new on the box. $1600
247,http://www.armslist.com/posts/5195247,For Sale:  Kahr CW .380,"South  Central, Topeka, Kansas",$ 280,"Listed On: Saturday, February 20, 2016",Handguns,Kahr                                                                                ,380 ACP                                                                                ,Striker Fire                                                                                ,Pistol,"Great concealed carry pistol, polymer and ss slide. Comes with 1 magazine, box, paper work.shot 100 rounds through this pistol. Will include a pocket sleeve holster. A great buy at 280.00."
248,http://www.armslist.com/posts/5195248,For Sale:  Colt AR 15,"lakewood, Tacoma, Washington",$ 800,"Listed On: Thursday, February 25, 2016",Rifles,Colt                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"Model: AR6720excellent condition only 2 mags through it. Come with 3 30 round Mags that are full the soft case thats in the picture, and i also have a flip up sight for the rear if you wish to take the carry handle off. I-594 applies will only meet at quantico tactical in lakewood. No trades $800 Firm"
249,http://www.armslist.com/posts/5195249,For Sale/Trade:  FnH FNS9 9mm,"Calera, Birmingham, Alabama",$ 500,"Listed On: Saturday, February 20, 2016",Handguns,FN Herstal S.A.                                                                                ,9mm Luger (9x19)                                                                                ,Double Action                                                                                ,Pistol,"FNS9 in great condition! Less than 50 rounds through it. Comes with 3 17 round mags. 2 interchangeable back straps. Original case,papers,lock. Text me @ REDACTED"
250,http://www.armslist.com/posts/5195250,For Sale:  Sig P226,"Everett, Washington, United States",$ 725,"Listed On: Saturday, March 5, 2016",Handguns,Sig Sauer                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,SOLDI am the original owner of a Sig Sauer W.Germany P226 9MM. Date code Jk (1989) Herndon VA import. Comes with 8 magazines.
252,http://www.armslist.com/posts/5195252,For Sale/Trade:  Remington 1187 Camo,"Pittsburgh, Pittsburgh, Pennsylvania",$ 420,"Listed On: Saturday, February 20, 2016",Shotguns,Remington                                                                                ,no type,Semi-automatic                                                                                ,Shotgun,Looking to trade a Remington 1187 semi auto for a nice pump action.. For sale also 420$
